ID;Name;Id_Team;Squad_number;Position;Birthdate;Height;Weight;University
1022;Kobe Brown;1022;21;F;1/01/2000;200,66;250;Missouri
1022;Xavier Moon;1022;22;G;2/01/1995;182,88;165;Morehead State
1022;Kai Jones;1022;23;C-F;19/01/2001;210,82;221;Texas
1022;Norman Powell;1022;24;G;25/05/1993;193,04;215;UCLA
1022;Moussa Diabate;1022;25;F;21/01/2002;205,74;210;Michigan
1022;Ivica Zubac;1022;40;C;18/03/1997;213,36;240;Mega Basket
1022;Mason Plumlee;1022;44;F-C;5/03/1990;208,28;254;Duke
1023;Jalen Hood-Schifino;1023;0;G;19/06/2003;195,58;215;Indiana
1023;D'Angelo Russell;1023;1;G;23/02/1996;190,5;193;Ohio State
1023;Jarred Vanderbilt;1023;2;F;3/04/1999;203,2;214;Kentucky
1023;Anthony Davis;1023;3;F-C;11/03/1993;208,28;253;Kentucky
1023;Skylar Mays;1023;4;G;5/09/1997;190,5;205;Louisiana State
1023;Cam Reddish;1023;5;F-G;1/09/1999;200,66;217;Duke
1023;Gabe Vincent;1023;7;G;14/06/1996;187,96;200;California-Santa Barbara
1023;Max Christie;1023;10;G;10/02/2003;195,58;190;Michigan State
1023;Jaxson Hayes;1023;11;C-F;23/05/2000;213,36;220;Texas
1023;Taurean Prince;1023;12;F;22/03/1994;198,12;218;Baylor
1023;Colin Castleton;1023;14;C;25/05/2000;208,28;250;Florida
1023;Austin Reaves;1023;15;G;29/05/1998;195,58;197;Oklahoma
1023;Harry Giles III;1023;20;F-C;22/04/1998;208,28;240;Duke
1023;Maxwell Lewis;1023;21;F;27/07/2002;200,66;195;Pepperdine
1023;LeBron James;1023;23;F;30/12/1984;205,74;250;St. Vincent-St. Mary HS (OH)
1023;Spencer Dinwiddie;1023;26;G;6/04/1993;195,58;215;Colorado
1023;Rui Hachimura;1023;28;F;8/02/1998;203,2;230;Gonzaga
1023;Christian Wood;1023;35;F;27/09/1995;203,2;214;UNLV
1024;Royce O'Neale;1024;0;F;5/06/1993;198,12;226;Baylor
1024;Devin Booker;1024;1;G;30/10/1996;198,12;206;Kentucky
1024;Josh Okogie;1024;2;G;1/09/1998;193,04;213;Georgia Tech
1024;Bradley Beal;1024;3;G;28/06/1993;193,04;207;Florida
1024;Isaiah Thomas;1024;4;G;7/02/1989;175,26;185;Washington
1024;Grayson Allen;1024;8;G;8/10/1995;193,04;198;Duke
1024;Damion Lee;1024;10;G-F;21/10/1992;198,12;210;Drexel
1024;Bol Bol;1024;11;C-F;16/11/1999;220,98;220;Oregon
1024;Ish Wainright;1024;12;F;12/09/1994;195,58;250;Baylor
1024;Drew Eubanks;1024;14;F-C;1/02/1997;208,28;245;Oregon State
1024;Jusuf Nurkic;1024;20;C;23/08/1994;213,36;290;Cedevita
1024;David Roddy;1024;21;F;27/03/2001;193,04;255;Colorado State
1024;Eric Gordon;1024;23;G;25/12/1988;190,5;215;Indiana
1024;Nassir Little;1024;25;F-G;11/02/2000;198,12;220;North Carolina
1024;Udoka Azubuike;1024;27;C-F;17/09/1999;210,82;270;Kansas
1024;Thaddeus Young;1024;30;F;21/06/1988;203,2;225;Georgia Tech
1024;Kevin Durant;1024;35;F;29/09/1988;210,82;240;Texas
1024;Saben Lee;1024;38;G;23/06/1999;187,96;183;Vanderbilt
1025;Malik Monk;1025;0;G;4/02/1998;190,5;200;Kentucky
1025;JaVale McGee;1025;0;C-F;19/01/1988;213,36;270;Nevada
1025;Chris Duarte;1025;3;G;13/06/1997;195,58;190;Oregon
1025;De'Aaron Fox;1025;5;G;20/12/1997;190,5;185;Kentucky
1025;Sasha Vezenkov;1025;7;F;6/08/1995;203,2;225;Barcelona, Spain
1025;Mason Jones;1025;8;G;21/07/1998;193,04;200;Arkansas
1025;Kevin Huerter;1025;9;G-F;27/08/1998;200,66;198;Maryland
1025;Domantas Sabonis;1025;10;F-C;3/05/1996;208,28;240;Gonzaga
1025;Keegan Murray;1025;13;F;19/08/2000;203,2;225;Iowa
1025;Davion Mitchell;1025;15;G;5/09/1998;182,88;202;Baylor
1025;Kessler Edwards;1025;17;F;9/08/2000;200,66;203;Pepperdine
1025;Jalen Slawson;1025;18;F;22/10/1999;200,66;215;Furman
1025;Colby Jones;1025;20;G;28/05/2002;198,12;207;Xavier
1025;Keon Ellis;1025;23;G;8/01/2000;190,5;175;Alabama
1025;Alex Len;1025;25;C;16/06/1993;213,36;250;Maryland
1025;Jordan Ford;1025;31;G;26/05/1998;185,42;175;St. Mary's College
1025;Harrison Barnes;1025;40;F;30/05/1992;203,2;225;North Carolina
1025;Trey Lyles;1025;41;F;5/11/1995;205,74;234;Kentucky
1026;Dante Exum;1026;0;G;13/07/1995;195,58;214;Australian Institute of Sport
1026;Brandon Williams;1026;0;G;22/11/1999;185,42;190;Arizona
1026;Jaden Hardy;1026;1;G;5/07/2002;190,5;198;NBA G League Ignite
1026;Dereck Lively II;1026;2;C;12/02/2004;215,9;230;Duke
1026;Dwight Powell;1026;7;F-C;20/07/1991;208,28;240;Stanford
1026;Josh Green;1026;8;G;16/11/2000;195,58;200;Arizona
1026;A.J. Lawson;1026;9;G;15/07/2000;198,12;179;South Carolina
1026;Tim Hardaway Jr.;1026;10;G-F;16/03/1992;195,58;205;Michigan
1026;Kyrie Irving;1026;11;G;23/03/1992;187,96;195;Duke
1026;Alex Fudge;1026;17;F;6/05/2003;203,2;200;Florida
1026;Olivier-Maxence Prosper;1026;18;F;3/07/2002;200,66;230;Marquette
1026;Daniel Gafford;1026;21;F-C;1/10/1998;208,28;234;Arkansas
1026;P.J. Washington;1026;25;F;23/08/1998;200,66;230;Kentucky
1026;Greg Brown III;1026;36;F;1/09/2001;200,66;206;Texas
1026;Maxi Kleber;1026;42;F;29/01/1992;208,28;240;Bayern Munich
1026;Derrick Jones Jr.;1026;55;F;15/02/1997;198,12;210;UNLV
1026;Luka Doncic;1026;77;F-G;28/02/1999;200,66;230;Real Madrid
1026;Markieff Morris;1026;88;F;2/09/1989;205,74;245;Kansas
1027;Jermaine Samuels Jr.;1027;0;F;13/11/1998;198,12;230;Villanova
1027;Aaron Holiday;1027;0;G;30/09/1996;182,88;185;UCLA
1027;Amen Thompson;1027;1;G-F;30/01/2003;200,66;200;Overtime Elite
1027;Jock Landale;1027;2;C;25/10/1995;210,82;255;St. Mary's
1027;Jalen Green;1027;4;G;9/02/2002;193,04;186;NBA G League Ignite
1027;Fred VanVleet;1027;5;G;25/02/1994;182,88;197;Wichita State
1027;Cam Whitmore;1027;7;F;8/07/2004;200,66;230;Villanova
1027;Jae'Sean Tate;1027;8;F;28/10/1995;193,04;230;Ohio State
1027;Dillon Brooks;1027;9;G-F;22/01/1996;198,12;225;Oregon
1027;Jabari Smith Jr.;1027;10;F;13/05/2003;210,82;220;Auburn
1027;Steven Adams;1027;12;C;20/07/1993;210,82;265;Pittsburgh
1027;Nate Hinton;1027;14;G-F;8/06/1999;195,58;210;Houston
1027;Tari Eason;1027;17;F;10/05/2001;203,2;215;Louisiana State
1027;Nate Williams;1027;19;G;12/02/1999;195,58;205;Buffalo
1027;Reggie Bullock Jr.;1027;25;G-F;16/03/1991;198,12;205;North Carolina
1027;Alperen Sengun;1027;28;C;25/07/2002;210,82;243;Besiktas
1027;Jeff Green;1027;32;F;28/08/1986;203,2;235;Georgetown
1027;Boban Marjanovic;1027;51;C;15/08/1988;223,52;290;Crvena zvezda
1028;Jordan Goodwin;1028;0;G;23/10/1998;193,04;200;St. Louis
1028;Scotty Pippen Jr.;1028;1;G;10/11/2000;185,42;170;Vanderbilt
1028;Jake LaRavia;1028;3;F;3/11/2001;200,66;235;Wake Forest
1028;Vince Williams Jr.;1028;5;G;30/08/2000;193,04;205;Virginia Commonwealth
1028;Santi Aldama;1028;7;F-C;10/01/2001;213,36;215;Loyola-Maryland
1028;Ziaire Williams;1028;8;F;12/09/2001;205,74;185;Stanford
1028;Luke Kennard;1028;10;G;24/06/1996;195,58;206;Duke
1028;Ja Morant;1028;12;G;10/08/1999;187,96;174;Murray State
1028;Jaren Jackson Jr.;1028;13;F-C;15/09/1999;208,28;242;Michigan State
1028;Brandon Clarke;1028;15;F;19/09/1996;203,2;215;Gonzaga
1028;Yuta Watanabe;1028;18;G-F;13/10/1994;205,74;215;George Washington
1028;Desmond Bane;1028;22;G;25/06/1998;195,58;215;TCU
1028;Derrick Rose;1028;23;G;4/10/1988;190,5;200;Memphis
1028;Lamar Stevens;1028;24;F;9/07/1997;200,66;230;Penn State
1028;Marcus Smart;1028;36;G;6/03/1994;190,5;220;Oklahoma State
1028;GG Jackson;1028;45;F;17/12/2004;205,74;210;South Carolina
1028;John Konchar;1028;46;G;22/03/1996;195,58;210;Indiana-Purdue Fort Wayne
1028;Trey Jemison;1028;55;C;28/11/1999;208,28;260;Alabama-Birmingham
1029;Dereon Seabron;1029;0;G;26/05/2000;195,58;180;North Carolina State
1029;Zion Williamson;1029;1;F;6/07/2000;198,12;284;Duke
1029;CJ McCollum;1029;3;G;19/09/1991;190,5;190;Lehigh
1029;Herbert Jones;1029;5;F;6/10/1998;200,66;206;Alabama
1029;Naji Marshall;1029;8;F;24/01/1998;198,12;220;Xavier
1029;Dyson Daniels;1029;11;G;17/03/2003;200,66;199;NBA G League Ignite
1029;Brandon Ingram;1029;14;F;2/09/1997;203,2;190;Duke
1029;Jose Alvarado;1029;15;G;12/04/1998;182,88;179;Georgia Tech
1029;Jonas Valanciunas;1029;17;C;6/05/1992;210,82;265;Lietuvos rytas Vilnius
1029;Larry Nance Jr.;1029;22;F-C;1/01/1993;203,2;245;Wyoming
1029;Jordan Hawkins;1029;24;G;29/04/2002;195,58;190;Connecticut
1029;Trey Murphy III;1029;25;F;18/06/2000;203,2;206;Virginia
1029;E.J. Liddell;1029;32;F;18/12/2000;198,12;240;Ohio State
1029;Malcolm Hill;1029;33;F;26/10/1995;198,12;220;Illinois
1029;Matt Ryan;1029;37;F;17/04/1997;198,12;215;Tennessee-Chattanooga
1029;Cody Zeller;1029;40;F-C;5/10/1992;210,82;240;Indiana
1029;Jeremiah Robinson-Earl;1029;50;F;3/11/2000;203,2;240;Villanova
1030;RaiQuan Gray;1030;0;F;7/07/1999;200,66;269;Florida State
1030;Victor Wembanyama;1030;1;F-C;4/01/2004;223,52;210;Metropolitans 92
1030;Keldon Johnson;1030;3;F-G;11/10/1999;195,58;220;Kentucky
1030;Devonte' Graham;1030;4;G;22/02/1995;185,42;195;Kansas
1030;Jeremy Sochan;1030;10;F;20/05/2003;203,2;230;Baylor
1030;Blake Wesley;1030;14;G;16/03/2003;190,5;185;Notre Dame
1030;Cedi Osman;1030;16;F;8/04/1995;200,66;230;Anadolu Efes
1030;Jamaree Bouyea;1030;21;G;27/06/1999;187,96;180;San Francisco
1030;Malaki Branham;1030;22;F;12/05/2003;193,04;180;Ohio State
1030;Zach Collins;1030;23;F-C;19/11/1997;210,82;250;Gonzaga
1030;Devin Vassell;1030;24;G-F;23/08/2000;195,58;200;Florida State
1030;Sidy Cissoko;1030;25;G;2/04/2004;198,12;200;NBA G League Ignite
1030;Dominick Barlow;1030;26;F;26/05/2003;205,74;215;Overtime Elite
1030;Charles Bassey;1030;28;C-F;28/10/2000;208,28;230;Western Kentucky
1030;David Duke Jr.;1030;28;G;13/10/1999;193,04;204;Providence
1030;Julian Champagnie;1030;30;F;29/06/2001;200,66;217;St. John's
1030;Tre Jones;1030;33;G;8/01/2000;185,42;185;Duke
1030;Sandro Mamukelashvili;1030;54;F-C;23/05/1999;205,74;240;Seton Hall
